Codigo,Categoria,Subcategoria,Articulo / Descripcion,Medida,Unidad de Venta,Cantidad por Caja/Paq,Precio Estimado (ARS),Precio (USD),Pagina del Catalogo
108050,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Fino - Para Metal,"Tornillo Drywall Fino 6 x 1"" - x 200 Unidades","Tornillo Drywall Fino 6 x 1"" - x 200 Unidades",Bolsa,,170,0.12,122
108051,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Fino - Para Metal,"Tornillo Drywall Fino 6 x 1-5/8"" - x 200 Unidades","Tornillo Drywall Fino 6 x 1-5/8"" - x 200 Unidades",Bolsa,,620,0.44,122
108052,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Grueso - Para Madera,"Tornillo Drywall Madera 6 x 5/8"" - x 400 Unidad","Tornillo Drywall Madera 6 x 5/8"" - x 400 Unidad",Bolsa,,560,0.39,122
108053,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Grueso - Para Madera,"Tornillo Drywall Madera 6 x 3/4"" - x 200 Unidades","Tornillo Drywall Madera 6 x 3/4"" - x 200 Unidades",Bolsa,,600,0.42,122
108054,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Grueso - Para Madera,"Tornillo Drywall Madera 6 x 1"" - x 200 Unidades","Tornillo Drywall Madera 6 x 1"" - x 200 Unidades",Bolsa,,190,0.13,122
108055,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Grueso - Para Madera,"Tornillo Drywall Madera 6 x 1-1/4"" x 200 Unidades","Tornillo Drywall Madera 6 x 1-1/4"" x 200 Unidades",Bolsa,,650,0.46,122
108056,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Grueso - Para Madera,"Tornillo Drywall Madera 6 x 1-1/2"" x 200 Unidades","Tornillo Drywall Madera 6 x 1-1/2"" x 200 Unidades",Bolsa,,290,0.20,122
108057,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Grueso - Para Madera,"Tornillo Drywall Madera 6 x 1-5/8"" x 200 Unidad","Tornillo Drywall Madera 6 x 1-5/8"" x 200 Unidad",Bolsa,,570,0.40,122
108058,TORNILLOS AUTOPERFORANTE CABEZA HEXAGONAL,Tornillo Drywall Grueso - Para Madera,"Tornillo Drywall Madera 6 x 2"" x 200 Unidades","Tornillo Drywall Madera 6 x 2"" x 200 Unidades",Bolsa,,300,0.21,122
109001,CAÑOS DE RIEGO,Súper Reforzado BOUZA,"Caño ""BOUZA"" Súper Reforzado 1/2"" x 25 Metros","Caño ""BOUZA"" Súper Reforzado 1/2"" x 25 Metros",Rollo,,20300,14.30,33
109002,CAÑOS DE RIEGO,Súper Reforzado BOUZA,"Caño ""BOUZA"" Súper Reforzado 1/2"" x 50 Metros","Caño ""BOUZA"" Súper Reforzado 1/2"" x 50 Metros",Rollo,,20200,14.23,33
109003,CAÑOS DE RIEGO,Súper Reforzado BOUZA,"Caño ""BOUZA"" Súper Reforzado 1"" x 100 Metros","Caño ""BOUZA"" Súper Reforzado 1"" x 100 Metros",Rollo,,20200,14.23,33
109005,CAÑOS DE RIEGO,Súper Reforzado BOUZA,"Caño ""BOUZA"" Súper Reforzado 3/4"" x 25 Metros","Caño ""BOUZA"" Súper Reforzado 3/4"" x 25 Metros",Rollo,,18600,13.10,33
109006,CAÑOS DE RIEGO,Súper Reforzado BOUZA,"Caño ""BOUZA"" Súper Reforzado 3/4"" x 50 Metros","Caño ""BOUZA"" Súper Reforzado 3/4"" x 50 Metros",Rollo,,18000,12.68,33
109007,CAÑOS DE RIEGO,Súper Reforzado BOUZA,"Caño ""BOUZA"" Súper Reforzado 1"" x 50 Metros","Caño ""BOUZA"" Súper Reforzado 1"" x 50 Metros",Rollo,,20000,14.08,33
110003,ESTAÑOS PARA SOLDAR,Carretel,Estaño al 50% - Carretel x 1000 Gramos,Estaño al 50% - Carretel x 1000 Gramos,c/u,10,21200,14.93,36
110006,ESTAÑOS PARA SOLDAR,Carretel,Estaño al 50% - Carretel x 250 Gramos,Estaño al 50% - Carretel x 250 Gramos,c/u,10,20700,14.58,36
111001,ESTAÑOS PARA SOLDAR,Blíster de 10 Rollos,"Estaño al 40% - 1,5 mm x 2 Mts - Blíster x 10 Rollos - Blíster 40","Estaño al 40% - 1,5 mm x 2 Mts - Blíster x 10 Rollos",,,31300,22.04,36
111002,ESTAÑOS PARA SOLDAR,Carretel,Estaño al 33% - Carretel x 1000 Gramos,Estaño al 33% - Carretel x 1000 Gramos,c/u,10,20900,14.72,36
111004,ESTAÑOS PARA SOLDAR,En Varilla,Estaño al 40% - Tipo Varilla - Kilo - 25,,,,17000,11.97,36
111005,ESTAÑOS PARA SOLDAR,Carretel,Estaño al 33% - Carretel x 250 Gramos,Estaño al 33% - Carretel x 250 Gramos,c/u,10,21900,15.42,36
111007,ESTAÑOS PARA SOLDAR,En Varilla,Estaño al 50% - Tipo Varilla - Kilo - 25,,,,18800,13.24,36
111008,ESTAÑOS PARA SOLDAR,Blíster de 10 Rollos,"Estaño al 50% - 1,5 mm x 2 Mts - Blíster x 10 Rollos - Blíster 40","Estaño al 50% - 1,5 mm x 2 Mts - Blíster x 10 Rollos",,,29800,20.99,36
112001,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"1/4"" - 6,35 mm c/u - 12","1/4""",,,50800,35.77,40
112002,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"5/16"" - 7,94 mm c/u - 12","5/16""",,,44700,31.48,40
112003,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"3/8"" - 9,52 mm c/u - 12","3/8""",,,44600,31.41,40
112004,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"7/16"" - 11,11 mm c/u - 12","7/16""",,,44500,31.34,40
112005,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"1/2"" - 12,70 mm c/u - 12","1/2""",,,47900,33.73,40
112006,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"9/16"" - 14,28 mm c/u - 12","9/16""",,,45800,32.25,40
112007,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"5/8"" - 15,87 mm c/u - 12","5/8""",,,48300,34.01,40
112008,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"3/8"" - 9,52 mm c/u - 12","3/8""",,,49200,34.65,40
112009,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"7/16"" - 11,11 mm c/u - 12","7/16""",,,45200,31.83,40
112010,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"1/2"" - 12,70 mm c/u - 12","1/2""",,,48500,34.15,40
112011,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"9/16"" - 14,28 mm c/u - 12","9/16""",,,45700,32.18,40
112012,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"5/8"" - 15,87 mm c/u - 12","5/8""",,,47400,33.38,40
112013,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"3/4"" - 19,00 mm c/u - 12","3/4""",,,50600,35.63,40
112014,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"5/16"" - 7,94 mm c/u - 12","5/16""",,,50100,35.28,40
112015,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"3/4"" - 19,00 mm c/u - 12","3/4""",,,44400,31.27,40
112016,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"11/16"" - 17,50 mm c/u - 12","11/16""",,,46900,33.03,40
112017,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"7/8"" - 22,22 mm c/u - 12","7/8""",,,45800,32.25,40
112018,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"1"" - 25,40 mm c/u - 12","1""",,,43700,30.77,40
112020,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"1/4"" - 6,35 mm c/u - 12","1/4""",,,49600,34.93,40
112021,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"11/16"" - 17,50 mm c/u - 12","11/16""",,,48500,34.15,40
112022,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,Taladro Carpintero Sin Crique,,c/u,1,32500,22.89,40
112023,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,Taladro Carpintero Con Crique,,c/u,1,37500,26.41,40
112025,CUCHARAS SOLDADA,CATALOGO,Tenaza Carpintero N°6,,c/u,12,9150,6.44,59
112027,CUCHARAS SOLDADA,CATALOGO,Tenaza Carpintero N°8,,c/u,12,8800,6.20,59
112028,CUCHARAS SOLDADA,CATALOGO,Tenaza Carpintero N°9,,c/u,12,7700,5.42,59
112029,CUCHARAS SOLDADA,CATALOGO,Tijera Hojalatero 250 mm,Tijera Hojalatero 250 mm,c/u,6,11000,7.75,60
112030,CUCHARAS SOLDADA,CATALOGO,Tijera Hojalatero 275 mm,Tijera Hojalatero 275 mm,c/u,6,12500,8.80,60
112031,CUCHARAS SOLDADA,CATALOGO,Tijera Hojalatero 300 mm,Tijera Hojalatero 300 mm,c/u,6,12500,8.80,60
112032,CUCHARAS SOLDADA,CATALOGO,Tijera Picadora Derecha,,c/u,6,9100,6.41,60
112033,CUCHARAS SOLDADA,Tijera Poda,Tijera Para Podar de 240 mm,Tijera Para Podar de 240 mm,c/u,12,12400,8.73,59
112034,CUCHARAS SOLDADA,CATALOGO,Tenaza Armador A9,,c/u,12,9200,6.48,59
112035,CUCHARAS SOLDADA,CATALOGO,Tenaza Armador A12,,c/u,12,8050,5.67,59
112036,CUCHARAS SOLDADA,CATALOGO,Tijera Picadora Izquierda,,c/u,6,8000,5.63,60
112037,CUCHARAS SOLDADA,CATALOGO,Tijera Picadora Universal,,c/u,6,8500,5.99,60
112039,CUCHARAS SOLDADA,Pico Forjado,Pico Punta y Pala de 75 mm,Pico Punta y Pala de 75 mm,c/u,10,12500,8.80,59
112040,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"7/8"" - 22,22 mm c/u - 12","7/8""",,,49800,35.07,40
112046,CUCHARAS SOLDADA,Tijera Poda,Tijera Podar de 200 mm - Mango Ergo,Tijera Podar de 200 mm - Mango Ergo,c/u,12,12400,8.73,59
112050,CUCHARAS SOLDADA,Pala Acero Forjada,Pala Punta Corazón Cabo Largo,,c/u,6,10100,7.11,59
112052,CUCHARAS SOLDADA,Pala Acero Forjada,Pala Palear Ancha Cabo Largo,,c/u,6,8200,5.77,59
112053,CUCHARAS SOLDADA,Pala Acero Forjada,Pala Punta Pocera Cabo Largo,,c/u,6,8300,5.85,59
112054,CUCHARAS SOLDADA,Pala Acero Forjada,Pala Punta Césped Cabo Largo,,c/u,6,7950,5.60,59
112055,CUCHARAS SOLDADA,Pala Acero Forjada,Pala Palear Ancha Cabo Corto,,c/u,6,9750,6.87,59
112056,CUCHARAS SOLDADA,Pala Acero Forjada,Pala Punta Césped Cabo Corto,,c/u,6,10000,7.04,59
112058,CUCHARAS SOLDADA,Pala Acero Forjada,Pala Punta Corazón Cabo Corto,,c/u,6,8750,6.16,59
112060,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"5/16"" - 7,94 mm c/u - 12","5/16""",,,48400,34.08,40
112061,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"3/8"" - 9,52 mm c/u - 12","3/8""",,,44900,31.62,40
112062,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"1/2"" - 12,70 mm c/u - 12","1/2""",,,50800,35.77,40
112063,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"7/16"" - 11,11 mm c/u - 12","7/16""",,,50300,35.42,40
112064,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"7/16"" - 11,11 mm c/u - 12","7/16""",,,51100,35.99,40
112065,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"5/16"" - 7,94 mm c/u - 12","5/16""",,,49900,35.14,40
112066,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"1/2"" - 12,70 mm c/u - 12","1/2""",,,50400,35.49,40
112067,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,"3/8"" - 9,52 mm c/u - 12","3/8""",,,43900,30.92,40
112080,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,Llave California Recta,,c/u,12,37500,26.41,40
112081,MAQUINA DE PVC PARA SALPICAR,MECHAS y HERRAMIENTAS PARA ALAMBRAR,Llave California Curva,,c/u,12,33200,23.38,40
112082,CUCHARAS SOLDADA,CATALOGO,Tijera Aviación Derecha,,c/u,6,10200,7.18,60
112083,CUCHARAS SOLDADA,CATALOGO,Tijera Aviación Izquierda,,c/u,6,9800,6.90,60
112084,CUCHARAS SOLDADA,CATALOGO,Tijera Aviación Recta,,c/u,6,10000,7.04,60
112085,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Llave Ajustable 6"" - Llave Para Caño, Tipo Sueca","Llave Ajustable 6""",c/u,6,12300,8.66,60
112086,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Llave Ajustable 8""","Llave Ajustable 8""",c/u,6,11300,7.96,60
112087,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Llave Ajustable 10"" - Código - Descripción - U/Vta Caja x","Llave Ajustable 10""",c/u,6,12300,8.66,60
112088,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Llave Ajustable 12""","Llave Ajustable 12""",c/u,6,11000,7.75,60
112089,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Llave Ajustable 15""","Llave Ajustable 15""",c/u,2,12400,8.73,60
112090,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Pinza Universal 6""","Pinza Universal 6""",c/u,12,12400,8.73,60
112091,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Pinza Universal 7""","Pinza Universal 7""",c/u,12,11200,7.89,60
112092,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Pinza Universal 8""","Pinza Universal 8""",c/u,12,12300,8.66,60
112093,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Alicate Corte Oblicuo 5½""",,c/u,12,8900,6.27,60
112094,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Alicate Corte Oblicuo 6""","Alicate Corte Oblicuo 6""",c/u,12,11400,8.03,60
112095,CUCHARAS SOLDADA,Pinza Pico de Loro,"Pinza de Punta 7""","Pinza de Punta 7""",c/u,12,12300,8.66,60
112096,CUCHARAS SOLDADA,Pinza Pico de Loro,"Pinza de Punta 8""","Pinza de Punta 8""",c/u,12,11200,7.89,60
112097,CUCHARAS SOLDADA,Pinza Pico de Loro,"Pinza Regulable 10""","Pinza Regulable 10""",c/u,12,10900,7.68,60
112098,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Llave Para Caño de 1½""",,c/u,6,8150,5.74,60
112099,CUCHARAS SOLDADA,CATALOGO,"Tijera Cortapernos 12""","Tijera Cortapernos 12""",c/u,6,11400,8.03,60
112100,CUCHARAS SOLDADA,CATALOGO,"Tijera Cortapernos 14""","Tijera Cortapernos 14""",c/u,6,12400,8.73,60
112101,CUCHARAS SOLDADA,CATALOGO,"Tijera Cortapernos 18""","Tijera Cortapernos 18""",c/u,6,12600,8.87,60
112102,CUCHARAS SOLDADA,CATALOGO,"Tijera Cortapernos 24""","Tijera Cortapernos 24""",c/u,6,11300,7.96,60
112103,CUCHARAS SOLDADA,CATALOGO,"Tijera Cortapernos 30""","Tijera Cortapernos 30""",c/u,2,12000,8.45,60
112104,CUCHARAS SOLDADA,CATALOGO,"Tijera Cortapernos 36""","Tijera Cortapernos 36""",c/u,2,11600,8.17,60
112105,CUCHARAS SOLDADA,CATALOGO,"Tijera Cortapernos 42""","Tijera Cortapernos 42""",c/u,2,12700,8.94,60
112106,CUCHARAS SOLDADA,"Llave Ajustable, Tipo Francesa","Llave Para Caño de 1""","Llave Para Caño de 1""",c/u,6,11800,8.31,60
115001,CINTAS ADHESIVA,,5 Metros Negra,5 Metros Negra,c/u,200,1600,1.13,5
115003,CINTAS ADHESIVA,,10 Metros Negra,10 Metros Negra,c/u,150,2700,1.90,5
115004,CINTAS ADHESIVA,,10 Metros Blanca,10 Metros Blanca,c/u,150,3100,2.18,5
115005,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,20 Metros Negra - Código - Medida - Color - U/Vta Caja x,20 Metros Negra,c/u,100,5350,3.77,5
115006,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,20 Metros Blanca,20 Metros Blanca,c/u,100,6050,4.26,5
115007,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,20 Metros Roja,20 Metros Roja,c/u,100,5400,3.80,5
115008,CINTAS ADHESIVA,,10 Metros Verde,10 Metros Verde,c/u,150,2700,1.90,5
115009,CINTAS ADHESIVA,,10 Metros Roja,10 Metros Roja,c/u,150,2850,2.01,5
115010,CINTAS ADHESIVA,,5 Metros Surtido,5 Metros Surtido,Caja,200,1550,1.09,5
115011,CINTAS ADHESIVA,,10 Metros Surtido,10 Metros Surtido,Caja,150,2800,1.97,5
115014,CINTAS ADHESIVA,,9 Metros Negra,9 Metros Negra,Caja,100,2650,1.87,6
115015,CINTAS ADHESIVA,,10 Metros Negra,10 Metros Negra,c/u,120,2850,2.01,5
115016,CINTAS ADHESIVA,,20 Metros Negra,20 Metros Negra,c/u,90,5500,3.87,5
115017,CINTAS ADHESIVA,,10 Metros Blanca,10 Metros Blanca,c/u,120,2900,2.04,5
115018,CINTAS ADHESIVA,,20 Metros Blanca,20 Metros Blanca,c/u,90,5400,3.80,5
115020,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Negra,9 Metros,c/u,48,2700,1.90,5
115021,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Blanca,9 Metros,c/u,48,2400,1.69,5
115022,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Gris,9 Metros,c/u,48,2750,1.94,5
115023,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Verde,9 Metros,c/u,48,2600,1.83,5
115024,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Violeta,9 Metros,c/u,48,2700,1.90,5
115025,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Azul,9 Metros,c/u,48,2700,1.90,5
115026,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Roja,9 Metros,c/u,48,2650,1.87,5
115027,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,9 Metros - Amarilla,9 Metros,c/u,48,2550,1.80,5
115029,CINTAS ADHESIVA,Cinta Doble Faz,70 mm 9 Metros,70 mm 9 Metros,c/u,24,6500,4.58,6
115030,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,20 Metros Negra,20 Metros Negra,c/u,10,5750,4.05,5
115031,CINTAS ADHESIVA,Cinta Auto-Soldable,2 Metros Blanca,2 Metros Blanca,c/u,120,780,0.55,6
115032,CINTAS ADHESIVA,Cinta Auto-Soldable,"4,57 Mts Blanca","4,57 Mts Blanca",c/u,26,6800,4.79,6
115033,CINTAS ADHESIVA,Cinta Auto-Soldable,"9,14 Mts Blanca","9,14 Mts Blanca",c/u,12,4200,2.96,6
115038,CINTAS ADHESIVA,,70 mm Blanca,70 mm Blanca,c/u,45,7250,5.11,6
115039,CINTAS ADHESIVA,,70 mm Blanca,70 mm Blanca,c/u,45,6800,4.79,6
115040,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,40 Metros Transparente,40 Metros Transparente,Caja,1,6800,4.79,5
115041,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,40 Metros Marrón,40 Metros Marrón,Caja,1,6900,4.86,5
115042,CINTAS ADHESIVA,,"4,5 Mts Blanca","4,5 Mts Blanca",Caja,150,1450,1.02,6
115043,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,18 mm - Blanca,18 mm,c/u,48,2500,1.76,5
115044,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,24 mm - Blanca,24 mm,c/u,36,3200,2.25,5
115045,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,48 mm - Blanca,48 mm,c/u,18,6650,4.68,5
115046,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,100 Metros Transparente,100 Metros Transparente,Caja,1,7500,5.28,5
115047,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,20 Metros Surtido,20 Metros Surtido,Caja,100,5800,4.08,5
115048,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,12 mm - Blanca,12 mm,c/u,72,1900,1.34,5
115049,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,36 mm - Blanca,36 mm,c/u,24,5150,3.63,5
115058,CINTAS ADHESIVA,,70 mm Negra,70 mm Negra,c/u,20,6800,4.79,6
115059,CINTAS ADHESIVA,,70 mm Negra,70 mm Negra,c/u,20,7050,4.96,6
115061,CINTAS ADHESIVA,Cinta Doble Faz,12 mm x 5 Metros,12 mm x 5 Metros,c/u,45,1600,1.13,6
115062,CINTAS ADHESIVA,Cinta Doble Faz,18 mm x 2 Metros - Cinta Antideslizante,18 mm x 2 Metros,c/u,54,2500,1.76,6
115063,CINTAS ADHESIVA,Cinta Doble Faz,24 mm x 2 Metros,24 mm x 2 Metros,c/u,36,3400,2.39,6
115064,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,"1/2"" x 10 Metros","1/2"" x 10 Metros",Caja,25,2900,2.04,5
115065,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,"1/2"" x 20 Metros","1/2"" x 20 Metros",Caja,25,5750,4.05,5
115066,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,"3/4"" x 10 Metros","3/4"" x 10 Metros",Caja,24,2850,2.01,5
115067,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,"3/4"" x 20 Metros","3/4"" x 20 Metros",Caja,24,5550,3.91,5
115068,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,"1"" x 10 Metros","1"" x 10 Metros",Caja,12,2750,1.94,5
115069,CINTAS ADHESIVA,Cinta Aisladora Sin Adhesivo,"1"" x 20 Metros","1"" x 20 Metros",Caja,12,5600,3.94,5
115071,CINTAS ADHESIVA,,48 mm 25 Metros,48 mm 25 Metros,c/u,90,7150,5.04,6
115072,CINTAS ADHESIVA,,48 mm 50 Metros,48 mm 50 Metros,c/u,30,7050,4.96,6
115073,CINTAS ADHESIVA,Cinta Doble Faz,25 mm - 5 Metros,25 mm,c/u,24,3350,2.36,6
115074,CINTAS ADHESIVA,Cinta Doble Faz,50 mm - 33 Metros,50 mm,c/u,24,6550,4.61,6
115075,CINTAS ADHESIVA,Cinta Doble Faz,"3/32"" - Negra","3/32""",Caja,1,7000,4.93,6
115076,CINTAS ADHESIVA,Cinta Doble Faz,"1/8"" - Negra","1/8""",Caja,1,7150,5.04,6
115077,CINTAS ADHESIVA,Cinta Doble Faz,"3/16"" - Negra","3/16""",Caja,1,6800,4.79,6
115078,CINTAS ADHESIVA,Cinta Doble Faz,"1/4"" - Negra - Cinta Para Silo-Bolsa","1/4""",Caja,1,7350,5.18,6
115079,CINTAS ADHESIVA,Cinta Doble Faz,"5/16"" - Negra","5/16""",Caja,1,7300,5.14,6
115080,CINTAS ADHESIVA,Cinta Doble Faz,"3/8"" - Negra","3/8""",Caja,1,7200,5.07,6
115081,CINTAS ADHESIVA,Cinta Doble Faz,"1/2"" - Negra - Código - Medida - Largo - U/Vta Caja x","1/2""",Caja,1,6700,4.72,6
115082,CINTAS ADHESIVA,Cinta Doble Faz,Surtido - Negra,,Caja,1,2250,1.58,6
118001,TEJIDOS MEDIA SOMBRA,"Pincel Nacional, Cerda Porcina Blanca",Pincel Línea Profesional N°10 - 25 mm,Pincel Línea Profesional N°10 - 25 mm,c/u,12,62400,43.94,91
118002,TEJIDOS MEDIA SOMBRA,"Pincel Nacional, Cerda Porcina Blanca",Pincel Línea Profesional N°15 - 38 mm,Pincel Línea Profesional N°15 - 38 mm,c/u,12,64700,45.56,91
118003,TEJIDOS MEDIA SOMBRA,"Pincel Nacional, Cerda Porcina Blanca",Pincel Línea Profesional N°20 - 50 mm,Pincel Línea Profesional N°20 - 50 mm,c/u,12,67200,47.32,91
118004,TEJIDOS MEDIA SOMBRA,"Pincel Nacional, Cerda Porcina Blanca",Pincel Línea Profesional N°25 - 63 mm,Pincel Línea Profesional N°25 - 63 mm,c/u,12,71300,50.21,91
118005,TEJIDOS MEDIA SOMBRA,"Pincel Nacional, Cerda Porcina Blanca",Pincel Línea Profesional N°30 - 75 mm,Pincel Línea Profesional N°30 - 75 mm,c/u,12,62900,44.30,91
118012,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",10 Ovillo x 50 Grs,10 Ovillo x 50 Grs,Paq,,4400,3.10,28
118013,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",10 Ovillo x 50 Grs,10 Ovillo x 50 Grs,Paq,,4700,3.31,28
118014,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",10 Ovillo x 100 Grs,10 Ovillo x 100 Grs,Paq,,4100,2.89,28
118015,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",N°18 Bobina 380 Mts,N°18 Bobina 380 Mts,,,8500,5.99,28
118016,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",N°21 Bobina 360 Mts,N°21 Bobina 360 Mts,,,8250,5.81,28
118017,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",N°27 Bobina 270 Mts,N°27 Bobina 270 Mts,,,7900,5.56,28
118018,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",N°36 Bobina 200 Mts,N°36 Bobina 200 Mts,,,8450,5.95,28
118019,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",N°48 Bobina 70 Mts,N°48 Bobina 70 Mts,,,7600,5.35,28
